row index,2013,,Primary Deposit Type,Secondary Deposit Type, (1),Company,Source,Mt ore,Column 9,Column 10
222,DEB,Canada,VMS,,NC,Seabridge Gold (?),NWT Guide 2007,1.015,g/t Ag,21.9
222,DEB,Canada,VMS,,NC,Seabridge Gold (?),NWT Guide 2007,1.015,%Cu,0.83
223,De Maurès,Canada,VMS,,NC,unknown,Vior Expl. & Mining website (2014-07-27),0.35,%Zn,7.84
223,De Maurès,Canada,VMS,,NC,unknown,Vior Expl. & Mining website (2014-07-27),0.35,g/t Ag,22.31
223,De Maurès,Canada,VMS,,NC,unknown,Vior Expl. & Mining website (2014-07-27),0.35,%Cu,1.35
224,Domergue-Anomaly E,Canada,VMS,,NC,unknown,Vior Expl. & Mining website (2014-07-27),0.03,%Zn,5.51
224,Domergue-Anomaly E,Canada,VMS,,NC,unknown,Vior Expl. & Mining website (2014-07-27),0.03,%Cu,1.8
225,Driftpile Creek,Canada,Sediment-hosted Pb-Zn,Sedex,NC,Teck Resources,(Canada Zinc Metals; Tech Rep 2012-05 Pie),2.44,%Pb,3.1
225,Driftpile Creek,Canada,Sediment-hosted Pb-Zn,Sedex,NC,Teck Resources,(Canada Zinc Metals; Tech Rep 2012-05 Pie),2.44,%Zn,11.9
227,Duncan,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,BC Geol Surv,2.76,%Pb,3.3
227,Duncan,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,BC Geol Surv,2.76,%Zn,3.1
230,Eclipse,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,Geol Innuit 1991,1,%Zn,13.0
231,Ecstall,Canada,VMS,,NC,Atna Resources,BC OFR (1998-10),6.3497,%Zn,2.5
231,Ecstall,Canada,VMS,,NC,Atna Resources,BC OFR (1998-10),6.3497,g/t Ag,20.0
231,Ecstall,Canada,VMS,,NC,Atna Resources,BC OFR (1998-10),6.3497,%Cu,0.6
231,Ecstall,Canada,VMS,,NC,Atna Resources,BC OFR (1998-10),6.3497,g/t Au,0.5
232,Ericksen-Ashby,Canada,Skarn,,NC,unknown,BC OFR (1998-10),0.9071,%Pb,2.23
232,Ericksen-Ashby,Canada,Skarn,,NC,unknown,BC OFR (1998-10),0.9071,%Zn,3.79
232,Ericksen-Ashby,Canada,Skarn,,NC,unknown,BC OFR (1998-10),0.9071,g/t Ag,214.9
234,Esker,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,Min Deps Canada 2007 Paradis et al,1.9,%Pb,1.2
234,Esker,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,Min Deps Canada 2007 Paradis et al,1.9,%Zn,3.5
236,Explo-Zinc (Kistabiche),Canada,VMS,,C,Cancor Mines,Ann Info Form 2008,0.587961,%Zn,7.63
236,Explo-Zinc (Kistabiche),Canada,VMS,,C,Cancor Mines,Ann Info Form 2008,0.587961,%Cu,0.35
238,Fault Creek,Canada,VMS,,C,unknown,Fyre Lake Tech Rep (Pacific Ridge),0.05,%Pb,1.0
238,Fault Creek,Canada,VMS,,C,unknown,Fyre Lake Tech Rep (Pacific Ridge),0.05,%Zn,7.1
238,Fault Creek,Canada,VMS,,C,unknown,Fyre Lake Tech Rep (Pacific Ridge),0.05,g/t Ag,130.0
238,Fault Creek,Canada,VMS,,C,unknown,Fyre Lake Tech Rep (Pacific Ridge),0.05,%Cu,4.7
238,Fault Creek,Canada,VMS,,C,unknown,Fyre Lake Tech Rep (Pacific Ridge),0.05,g/t Au,2.0
239,Fireweed,Canada,Sediment-hosted Pb-Zn,Sedex,NC,Regulus Resources (formerly Jandar Res.),Tech Rep (2006-03; Jandar Res.),0.580544,%Pb,1.34
239,Fireweed,Canada,Sediment-hosted Pb-Zn,Sedex,NC,Regulus Resources (formerly Jandar Res.),Tech Rep (2006-03; Jandar Res.),0.580544,%Zn,2.22
239,Fireweed,Canada,Sediment-hosted Pb-Zn,Sedex,NC,Regulus Resources (formerly Jandar Res.),Tech Rep (2006-03; Jandar Res.),0.580544,g/t Ag,342.0
240,Gayna River,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown (Eagle Plains Res.??),Min Deps Canada 2007 Paradis et al,50,%Pb,0.2
240,Gayna River,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown (Eagle Plains Res.??),Min Deps Canada 2007 Paradis et al,50,%Zn,4.7
241,George Lake,Canada,VMS,,NC,unknown (formerly Golden Arch Resources?),Tech Rep (2007-04),2.63088,%Pb,0.53
241,George Lake,Canada,VMS,,NC,unknown (formerly Golden Arch Resources?),Tech Rep (2007-04),2.63088,%Zn,3.67
242,Goz Creek (Barrier Reef),Canada,Sediment-hosted Pb-Zn,MVT,C,unknown,Yukon Gov't Zn profile,2.494758,%Zn,11.0
243,GP4F,Canada,VMS,,C,Shaanxi Non-ferrous Metals Holding Group Co Ltd,Yukon Gov't Zn profile,1.5,%Pb,3.1
243,GP4F,Canada,VMS,,C,Shaanxi Non-ferrous Metals Holding Group Co Ltd,Yukon Gov't Zn profile,1.5,%Zn,6.4
243,GP4F,Canada,VMS,,C,Shaanxi Non-ferrous Metals Holding Group Co Ltd,Yukon Gov't Zn profile,1.5,g/t Ag,90.0
243,GP4F,Canada,VMS,,C,Shaanxi Non-ferrous Metals Holding Group Co Ltd,Yukon Gov't Zn profile,1.5,%Cu,0.1
243,GP4F,Canada,VMS,,C,Shaanxi Non-ferrous Metals Holding Group Co Ltd,Yukon Gov't Zn profile,1.5,g/t Au,2.0
244,Gray Rock,Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.070488,%Pb,2.1
244,Gray Rock,Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.070488,g/t Ag,342.8
245,Grizzly (Dy),Canada,Sediment-hosted Pb-Zn,Sedex,C,unknown,Yukon Gov't Zn profile,17.24,%Pb,4.85
245,Grizzly (Dy),Canada,Sediment-hosted Pb-Zn,Sedex,C,unknown,Yukon Gov't Zn profile,17.24,%Zn,6.39
245,Grizzly (Dy),Canada,Sediment-hosted Pb-Zn,Sedex,C,unknown,Yukon Gov't Zn profile,17.24,g/t Ag,71.6
245,Grizzly (Dy),Canada,Sediment-hosted Pb-Zn,Sedex,C,unknown,Yukon Gov't Zn profile,17.24,g/t Au,0.75
246,Groundhog (Jeff-Lorne),Canada,Epithermal?,,NC,unknown (Prism Reosurces?),Yukon Gov't Zn profile,0.20095,%Pb,3.18
246,Groundhog (Jeff-Lorne),Canada,Epithermal?,,NC,unknown (Prism Reosurces?),Yukon Gov't Zn profile,0.20095,%Zn,4.01
246,Groundhog (Jeff-Lorne),Canada,Epithermal?,,NC,unknown (Prism Reosurces?),Yukon Gov't Zn profile,0.20095,g/t Ag,91.89
248,H.B.,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),6.45,%Pb,0.77
248,H.B.,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),6.45,%Zn,4.1
248,H.B.,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),6.45,g/t Ag,4.8
251,Hart River,Canada,VMS,,NC,unknown,Yukon Gov't Zn profile,0.523849,%Pb,0.87
251,Hart River,Canada,VMS,,NC,unknown,Yukon Gov't Zn profile,0.523849,%Zn,3.65
251,Hart River,Canada,VMS,,NC,unknown,Yukon Gov't Zn profile,0.523849,g/t Ag,49.7
251,Hart River,Canada,VMS,,NC,unknown,Yukon Gov't Zn profile,0.523849,%Cu,1.45
251,Hart River,Canada,VMS,,NC,unknown,Yukon Gov't Zn profile,0.523849,g/t Au,1.41
253,Holliday,Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.036287,%Pb,14.95
253,Holliday,Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.036287,%Zn,20.78
253,Holliday,Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.036287,g/t Ag,427.2
254,Homestake,Canada,VMS,,NC,unknown,BC OFR (1998-10),0.249906,%Pb,1.24
254,Homestake,Canada,VMS,,NC,unknown,BC OFR (1998-10),0.249906,%Zn,2.19
254,Homestake,Canada,VMS,,NC,unknown,BC OFR (1998-10),0.249906,g/t Ag,226.6
254,Homestake,Canada,VMS,,NC,unknown,BC OFR (1998-10),0.249906,%Cu,0.28
254,Homestake,Canada,VMS,,NC,unknown,BC OFR (1998-10),0.249906,g/t Au,0.58
255,Horne 5,Canada,VMS,,C,Falco Resources,Tech Rep (2014-05),67.6178,%Zn,0.72
255,Horne 5,Canada,VMS,,C,Falco Resources,Tech Rep (2014-05),67.6178,%Cu,0.17
255,Horne 5,Canada,VMS,,C,Falco Resources,Tech Rep (2014-05),67.6178,g/t Au,1.82
257,Howard's Pass-Brodel,Canada,Sediment-hosted Pb-Zn,Sedex,C,Chihong Canada Mining (formerly Selwyn Resources),Ann Info Form 2012,12.1,%Pb,1.16
257,Howard's Pass-Brodel,Canada,Sediment-hosted Pb-Zn,Sedex,C,Chihong Canada Mining (formerly Selwyn Resources),Ann Info Form 2012,12.1,%Zn,4.31
260,Howard's Pass-HP,Canada,Sediment-hosted Pb-Zn,Sedex,C,Chihong Canada Mining (formerly Selwyn Resources),Ann Info Form 2012,6.18,%Pb,1.23
260,Howard's Pass-HP,Canada,Sediment-hosted Pb-Zn,Sedex,C,Chihong Canada Mining (formerly Selwyn Resources),Ann Info Form 2012,6.18,%Zn,4.55
262,Howard's Pass-Pelly North,Canada,Sediment-hosted Pb-Zn,Sedex,C,Chihong Canada Mining (formerly Selwyn Resources),Ann Info Form 2012,6.85,%Pb,0.9
262,Howard's Pass-Pelly North,Canada,Sediment-hosted Pb-Zn,Sedex,C,Chihong Canada Mining (formerly Selwyn Resources),Ann Info Form 2012,6.85,%Zn,3.2
264,Hudson Bay Mountain-Silver Lake 2,Canada,Epithermal,,NC,Lions Gate Metals,Tech Rep (2005-04),0.03,%Pb,6.7
264,Hudson Bay Mountain-Silver Lake 2,Canada,Epithermal,,NC,Lions Gate Metals,Tech Rep (2005-04),0.03,%Zn,17.7
264,Hudson Bay Mountain-Silver Lake 2,Canada,Epithermal,,NC,Lions Gate Metals,Tech Rep (2005-04),0.03,g/t Ag,449.13
264,Hudson Bay Mountain-Silver Lake 2,Canada,Epithermal,,NC,Lions Gate Metals,Tech Rep (2005-04),0.03,g/t Au,1.71
269,Hudson Bay-Watts River,Canada,VMS,,C,HudBay Minerals,Tech Rep (2008-01),6.62,%Zn,2.63
269,Hudson Bay-Watts River,Canada,VMS,,C,HudBay Minerals,Tech Rep (2008-01),6.62,g/t Ag,25.61
269,Hudson Bay-Watts River,Canada,VMS,,C,HudBay Minerals,Tech Rep (2008-01),6.62,%Cu,1.88
269,Hudson Bay-Watts River,Canada,VMS,,C,HudBay Minerals,Tech Rep (2008-01),6.62,g/t Au,0.66
272,Inel (AK),Canada,Skarn?,,NC,Snip Gold Corp,Tech Rep (2012-05),0.317485,%Pb,0.1
272,Inel (AK),Canada,Skarn?,,NC,Snip Gold Corp,Tech Rep (2012-05),0.317485,%Zn,2.6
272,Inel (AK),Canada,Skarn?,,NC,Snip Gold Corp,Tech Rep (2012-05),0.317485,%Cu,0.1
276,Jersey,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),7.88,%Pb,1.63
276,Jersey,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),7.88,%Zn,3.49
276,Jersey,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),7.88,g/t Ag,3.0
277,Jonpol,Canada,VMS?,,NC,Abcourt Mines,Ann Info Form 2011,,%Zn,0.96
277,Jonpol,Canada,VMS?,,NC,Abcourt Mines,Ann Info Form 2011,,%Cu,1.12
278,Jubilee,Canada,Sediment-hosted Pb-Zn,MVT,C,Merrex Gold,Tech Rep (2009-02),3.464892,%Pb,0.86
278,Jubilee,Canada,Sediment-hosted Pb-Zn,MVT,C,Merrex Gold,Tech Rep (2009-02),3.464892,%Zn,3.62
279,Keg Main Zone,Canada,Skarn-epithermal,Original skarn with epithermal overprint,C,Silver Range Resources,Tech Rep (2013-05),63.97,%Pb,0.21
279,Keg Main Zone,Canada,Skarn-epithermal,Original skarn with epithermal overprint,C,Silver Range Resources,Tech Rep (2013-05),63.97,%Zn,0.64
279,Keg Main Zone,Canada,Skarn-epithermal,Original skarn with epithermal overprint,C,Silver Range Resources,Tech Rep (2013-05),63.97,g/t Ag,23.63
279,Keg Main Zone,Canada,Skarn-epithermal,Original skarn with epithermal overprint,C,Silver Range Resources,Tech Rep (2013-05),63.97,%Cu,0.12
279,Keg Main Zone,Canada,Skarn-epithermal,Original skarn with epithermal overprint,C,Silver Range Resources,Tech Rep (2013-05),63.97,%Sn,0.02245
279,Keg Main Zone,Canada,Skarn-epithermal,Original skarn with epithermal overprint,C,Silver Range Resources,Tech Rep (2013-05),63.97,g/t In,5.07
287,Kitsault River-Torbrit,Canada,Porphyry,Porphyry Mo,NC,unknown,BC OFR (1998-10),0.786285,%Pb,0.42
287,Kitsault River-Torbrit,Canada,Porphyry,Porphyry Mo,NC,unknown,BC OFR (1998-10),0.786285,%Zn,0.5
287,Kitsault River-Torbrit,Canada,Porphyry,Porphyry Mo,NC,unknown,BC OFR (1998-10),0.786285,g/t Ag,311.9
288,Kitsault River-Wolf,Canada,Porphyry,Porphyry Mo,NC,unknown,BC OFR (1998-10),0.485324,%Pb,0.59
288,Kitsault River-Wolf,Canada,Porphyry,Porphyry Mo,NC,unknown,BC OFR (1998-10),0.485324,%Zn,0.12
288,Kitsault River-Wolf,Canada,Porphyry,Porphyry Mo,NC,unknown,BC OFR (1998-10),0.485324,g/t Ag,336.0
289,Klaza-BRX,Canada,Epithermal,Low sulfidation,C,Rockhaven Resources,Tech Rep (2015-01),9.06,%Pb,0.69
289,Klaza-BRX,Canada,Epithermal,Low sulfidation,C,Rockhaven Resources,Tech Rep (2015-01),9.06,%Zn,0.84
289,Klaza-BRX,Canada,Epithermal,Low sulfidation,C,Rockhaven Resources,Tech Rep (2015-01),9.06,g/t Ag,84.78
289,Klaza-BRX,Canada,Epithermal,Low sulfidation,C,Rockhaven Resources,Tech Rep (2015-01),9.06,%Cu,0.09
289,Klaza-BRX,Canada,Epithermal,Low sulfidation,C,Rockhaven Resources,Tech Rep (2015-01),9.06,g/t Au,3.54
290,Kokanee (Scranton/Sunset),Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.017935,%Pb,8.2
290,Kokanee (Scranton/Sunset),Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.017935,%Zn,8.0
290,Kokanee (Scranton/Sunset),Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.017935,g/t Ag,240.0
290,Kokanee (Scranton/Sunset),Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.017935,g/t Au,9.26
291,Kootenay King,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),0.01,%Pb,5.36
291,Kootenay King,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),0.01,%Zn,15.6
291,Kootenay King,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),0.01,g/t Ag,66.5
292,Kudz Ze Kayah (ABM),Canada,VMS,,C,Teck,Ann Info Form 2005,,g/t Ag,138.0
295,Lafontaine,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Min Deps Canada 2007 Goodfellow & Lydon,0.03,%Zn,12.03
298,Leitch,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,"(see Gatineau, Midland Expl'n)",0.127,%Zn,8.0
300,Lenora (L.35G),Canada,VMS,,NC,unknown,BC OFR (1998-10),0.317485,%Pb,0.65
300,Lenora (L.35G),Canada,VMS,,NC,unknown,BC OFR (1998-10),0.317485,%Zn,6.6
300,Lenora (L.35G),Canada,VMS,,NC,unknown,BC OFR (1998-10),0.317485,g/t Ag,140.54
300,Lenora (L.35G),Canada,VMS,,NC,unknown,BC OFR (1998-10),0.317485,%Cu,1.6
300,Lenora (L.35G),Canada,VMS,,NC,unknown,BC OFR (1998-10),0.317485,g/t Au,4.11
301,Lessard,Canada,VMS,,C,Landore Resources,Tech Rep (2008-12),0.74,%Zn,3.5
301,Lessard,Canada,VMS,,C,Landore Resources,Tech Rep (2008-12),0.74,g/t Ag,38.62
301,Lessard,Canada,VMS,,C,Landore Resources,Tech Rep (2008-12),0.74,%Cu,1.88
301,Lessard,Canada,VMS,,C,Landore Resources,Tech Rep (2008-12),0.74,g/t Au,0.84
302,Linda 2-RLM,Canada,VMS,,NC,Thundermin Resources,Website (2014-08-11),11.8,%Zn,0.8
302,Linda 2-RLM,Canada,VMS,,NC,Thundermin Resources,Website (2014-08-11),11.8,g/t Ag,10.3
302,Linda 2-RLM,Canada,VMS,,NC,Thundermin Resources,Website (2014-08-11),11.8,%Cu,0.3
302,Linda 2-RLM,Canada,VMS,,NC,Thundermin Resources,Website (2014-08-11),11.8,g/t Au,0.9
303,Logan,Canada,Epithermal,,C,Yukon Zinc Corp,Company Fact Sheet (2014-06),13.08,%Zn,5.1
303,Logan,Canada,Epithermal,,C,Yukon Zinc Corp,Company Fact Sheet (2014-06),13.08,g/t Ag,23.7
309,Matt Berry (Barb),Canada,VMS,,NC,Silver Range Resources,Website (2016-02-04),0.53343,%Pb,6.1
309,Matt Berry (Barb),Canada,VMS,,NC,Silver Range Resources,Website (2016-02-04),0.53343,%Zn,4.6
309,Matt Berry (Barb),Canada,VMS,,NC,Silver Range Resources,Website (2016-02-04),0.53343,g/t Ag,102.86
312,Mel,Canada,Sediment-hosted Pb-Zn,Sedex,NC,Silver Range Resources,Tech Rep (2014-11),5.62,%Pb,1.82
312,Mel,Canada,Sediment-hosted Pb-Zn,Sedex,NC,Silver Range Resources,Tech Rep (2014-11),5.62,%Zn,6.31
313,Mineral King,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),2.1,%Pb,1.76
313,Mineral King,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),2.1,%Zn,4.12
313,Mineral King,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),2.1,g/t Ag,24.8
315,Miya-Emerald Glacier,Canada,Epithermal,,NC,unknown,BC OFR (1998-10),0.0408,%Pb,6.23
315,Miya-Emerald Glacier,Canada,Epithermal,,NC,unknown,BC OFR (1998-10),0.0408,%Zn,9.49
315,Miya-Emerald Glacier,Canada,Epithermal,,NC,unknown,BC OFR (1998-10),0.0408,g/t Ag,355.0
315,Miya-Emerald Glacier,Canada,Epithermal,,NC,unknown,BC OFR (1998-10),0.0408,g/t Au,1.13
316,Monarch-Kicking Horse,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,Leach et al (2005),0.76,%Pb,10.0
316,Monarch-Kicking Horse,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,Leach et al (2005),0.76,%Zn,7.0
316,Monarch-Kicking Horse,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,Leach et al (2005),0.76,g/t Ag,1.2
320,Nanisivik,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,Min Deps Canada 2007 Paradis et al,,%Pb,0.34
320,Nanisivik,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,Min Deps Canada 2007 Paradis et al,,g/t Ag,35.0
322,Nepisiguit,Canada,VMS,,C,Slam Resources,Tech Rep (2012-07),7.560272,%Pb,0.381
322,Nepisiguit,Canada,VMS,,C,Slam Resources,Tech Rep (2012-07),7.560272,%Zn,1.522
322,Nepisiguit,Canada,VMS,,C,Slam Resources,Tech Rep (2012-07),7.560272,g/t Ag,15.311
322,Nepisiguit,Canada,VMS,,C,Slam Resources,Tech Rep (2012-07),7.560272,%Cu,0.146
323,New Moon,Canada,Epithermal,Low sulfidation,NC,Northaven Resources Corp (?),BC OFR (1998-10),0.688712,%Pb,1.82
323,New Moon,Canada,Epithermal,Low sulfidation,NC,Northaven Resources Corp (?),BC OFR (1998-10),0.688712,%Zn,5.51
323,New Moon,Canada,Epithermal,Low sulfidation,NC,Northaven Resources Corp (?),BC OFR (1998-10),0.688712,g/t Ag,58.6
323,New Moon,Canada,Epithermal,Low sulfidation,NC,Northaven Resources Corp (?),BC OFR (1998-10),0.688712,g/t Au,0.99
324,Ox-C,Canada,Epithermal,,NC,unknown,BC OFR (1998-10),,%Pb,2.85
324,Ox-C,Canada,Epithermal,,NC,unknown,BC OFR (1998-10),,%Zn,4.63
324,Ox-C,Canada,Epithermal,,NC,unknown,BC OFR (1998-10),,g/t Ag,411.3
324,Ox-C,Canada,Epithermal,,NC,unknown,BC OFR (1998-10),,g/t Au,0.47
325,Packsack,Canada,VMS,,NC,unknown,BC OFR (1998-10),2.7,%Pb,0.01
325,Packsack,Canada,VMS,,NC,unknown,BC OFR (1998-10),2.7,%Zn,0.2
325,Packsack,Canada,VMS,,NC,unknown,BC OFR (1998-10),2.7,g/t Ag,34.0
325,Packsack,Canada,VMS,,NC,unknown,BC OFR (1998-10),2.7,%Cu,0.5
325,Packsack,Canada,VMS,,NC,unknown,BC OFR (1998-10),2.7,g/t Au,0.3
327,Peak,Canada,Epithermal,,C,Grizzly Discoveries,Website (2014-10-26),0.00263,%Pb,14.0
327,Peak,Canada,Epithermal,,C,Grizzly Discoveries,Website (2014-10-26),0.00263,g/t Ag,411.0
327,Peak,Canada,Epithermal,,C,Grizzly Discoveries,Website (2014-10-26),0.00263,%Cu,5.0
327,Peak,Canada,Epithermal,,C,Grizzly Discoveries,Website (2014-10-26),0.00263,g/t Au,2.4
328,Peso (Rex),Canada,Intrusion-related,,NC,unknown (Victoria Gold Corp?),Yukon Gov't Zn profile,0.139371,%Pb,3.7
328,Peso (Rex),Canada,Intrusion-related,,NC,unknown (Victoria Gold Corp?),Yukon Gov't Zn profile,0.139371,g/t Ag,316.0
329,Pick Lake,Canada,VMS,,C,Golden Share Mining Corp,Tech Rep (2013-06),,%Zn,15.06
329,Pick Lake,Canada,VMS,,C,Golden Share Mining Corp,Tech Rep (2013-06),,g/t Ag,36.8
329,Pick Lake,Canada,VMS,,C,Golden Share Mining Corp,Tech Rep (2013-06),,%Cu,0.84
329,Pick Lake,Canada,VMS,,C,Golden Share Mining Corp,Tech Rep (2013-06),,g/t Au,0.49
331,Plata,Canada,Epithermal,,NC,Rockhaven Resources,Tech Rep (2008-01),0.312,%Pb,2.5
331,Plata,Canada,Epithermal,,NC,Rockhaven Resources,Tech Rep (2008-01),0.312,%Zn,2.5
331,Plata,Canada,Epithermal,,NC,Rockhaven Resources,Tech Rep (2008-01),0.312,g/t Ag,390.8
331,Plata,Canada,Epithermal,,NC,Rockhaven Resources,Tech Rep (2008-01),0.312,g/t Au,3.81
332,Point Leamington,Canada,VMS,,C,Newmarket Gold,Tech Rep (2013-09),19.367,%Pb,0.02
332,Point Leamington,Canada,VMS,,C,Newmarket Gold,Tech Rep (2013-09),19.367,%Zn,1.63
332,Point Leamington,Canada,VMS,,C,Newmarket Gold,Tech Rep (2013-09),19.367,g/t Ag,15.42
332,Point Leamington,Canada,VMS,,C,Newmarket Gold,Tech Rep (2013-09),19.367,%Cu,0.37
332,Point Leamington,Canada,VMS,,C,Newmarket Gold,Tech Rep (2013-09),19.367,g/t Au,0.95
334,Porter-Idaho,Canada,Epithermal,,NC,unknown,BC OFR (1998-10),0.8264,%Pb,5.0
334,Porter-Idaho,Canada,Epithermal,,NC,unknown,BC OFR (1998-10),0.8264,%Zn,5.0
334,Porter-Idaho,Canada,Epithermal,,NC,unknown,BC OFR (1998-10),0.8264,g/t Ag,668.5
338,Rea / Extra High,Canada,VMS,,NC,37 Capitral,Tech Rep (2008-02),0.375,%Pb,4.8
338,Rea / Extra High,Canada,VMS,,NC,37 Capitral,Tech Rep (2008-02),0.375,%Zn,6.1
338,Rea / Extra High,Canada,VMS,,NC,37 Capitral,Tech Rep (2008-02),0.375,g/t Ag,55.0
338,Rea / Extra High,Canada,VMS,,NC,37 Capitral,Tech Rep (2008-02),0.375,%Cu,0.5
338,Rea / Extra High,Canada,VMS,,NC,37 Capitral,Tech Rep (2008-02),0.375,g/t Au,4.0
339,Red Bird,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,BC OFR (1998-10),2.17704,%Pb,6.5
339,Red Bird,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,BC OFR (1998-10),2.17704,%Zn,18.5
339,Red Bird,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,BC OFR (1998-10),2.17704,g/t Ag,68.5
340,Remac,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),5.8,%Pb,0.98
340,Remac,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),5.8,%Zn,3.42
340,Remac,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Leach et al (2005),5.8,g/t Ag,3.4
341,Ribago,Canada,VMS,,NC,Falco Resources,Website (2014-10-26),0.48,%Zn,7.97
341,Ribago,Canada,VMS,,NC,Falco Resources,Website (2014-10-26),0.48,g/t Ag,23.3
341,Ribago,Canada,VMS,,NC,Falco Resources,Website (2014-10-26),0.48,%Cu,0.4
341,Ribago,Canada,VMS,,NC,Falco Resources,Website (2014-10-26),0.48,g/t Au,1.9
342,River Jordan,Canada,Sediment-hosted Pb-Zn,Sedex,NC,Silver Phoenix Resources,BC OFR (1998-10),2.605826,%Pb,5.1
342,River Jordan,Canada,Sediment-hosted Pb-Zn,Sedex,NC,Silver Phoenix Resources,BC OFR (1998-10),2.605826,%Zn,5.6
342,River Jordan,Canada,Sediment-hosted Pb-Zn,Sedex,NC,Silver Phoenix Resources,BC OFR (1998-10),2.605826,g/t Ag,37.7
344,Rochon Lake,Canada,VMS,,NC,Panarc Resources,Brochure,1,%Zn,2.06
344,Rochon Lake,Canada,VMS,,NC,Panarc Resources,Brochure,1,%Cu,1.97
345,Rock and Roll,Canada,VMS,,C,Pacific North West Capital,Tech Rep (2011-02),2.313918,%Pb,0.21
345,Rock and Roll,Canada,VMS,,C,Pacific North West Capital,Tech Rep (2011-02),2.313918,%Zn,0.88
345,Rock and Roll,Canada,VMS,,C,Pacific North West Capital,Tech Rep (2011-02),2.313918,g/t Ag,77.6
345,Rock and Roll,Canada,VMS,,C,Pacific North West Capital,Tech Rep (2011-02),2.313918,%Cu,0.21
345,Rock and Roll,Canada,VMS,,C,Pacific North West Capital,Tech Rep (2011-02),2.313918,g/t Au,0.64
346,Romer-Frederickson Lake,Canada,VMS,,NC,Minco Silver,Tech Rep (2014-02),,%Zn,4.38
346,Romer-Frederickson Lake,Canada,VMS,,NC,Minco Silver,Tech Rep (2014-02),,g/t Ag,42.16
346,Romer-Frederickson Lake,Canada,VMS,,NC,Minco Silver,Tech Rep (2014-02),,%Cu,0.77
347,Romer-Jimmick Lake,Canada,VMS,,NC,Minco Silver,Tech Rep (2014-02),,%Pb,0.61
347,Romer-Jimmick Lake,Canada,VMS,,NC,Minco Silver,Tech Rep (2014-02),,%Zn,5.2
347,Romer-Jimmick Lake,Canada,VMS,,NC,Minco Silver,Tech Rep (2014-02),,%Cu,0.26
348,Romer-Koke,Canada,VMS,,NC,Minco Silver,Tech Rep (2014-02),,%Pb,1.03
348,Romer-Koke,Canada,VMS,,NC,Minco Silver,Tech Rep (2014-02),,%Zn,6.86
348,Romer-Koke,Canada,VMS,,NC,Minco Silver,Tech Rep (2014-02),,g/t Ag,54.52
348,Romer-Koke,Canada,VMS,,NC,Minco Silver,Tech Rep (2014-02),,%Cu,0.7
348,Romer-Koke,Canada,VMS,,NC,Minco Silver,Tech Rep (2014-02),,g/t Au,1.02
